id;cidade;id_estado;latitude;longitude;cod_ibge;cod_ddd;area_km
2807;Rafael Godeiro;20;-6.07699000;-37.71655000;2410603;84;100.07
2808;Almino Afonso;20;-6.16289000;-37.76315000;2400604;84;128.04
2809;Patu;20;-6.10269000;-37.63719000;2409308;84;319.13
2810;Messias Targino;20;-6.07799000;-37.51304000;2407609;84;135.10
2811;Caraúbas;20;-5.79303000;-37.55935000;2402303;84;1095.80
2812;Governador Dix-Sept Rosado;20;-5.45588000;-37.51945000;2404309;84;1129.55
2813;Felipe Guerra;20;-5.66131000;-37.79172000;2403707;84;268.59
2814;Martins;20;-6.09002000;-37.91357000;2407401;84;169.46
2815;Lucrécia;20;-6.11528000;-37.81364000;2406908;84;30.93
2816;Serrinha dos Pintos;20;-6.11266000;-37.95583000;2413557;84;122.38
2817;Portalegre;20;-6.02470000;-37.98744000;2410207;84;110.05
2818;Viçosa;20;-5.99221000;-37.94572000;2414902;84;37.91
2819;Riacho da Cruz;20;-5.93727000;-37.95034000;2410702;84;127.22
2820;Rodolfo Fernandes;20;-5.78972000;-38.06058000;2411007;84;154.84
2821;Taboleiro Grande;20;-5.93147000;-38.04446000;2413805;84;124.09
2822;Itaú;20;-5.84451000;-37.99029000;2404903;84;133.03
2823;Severiano Melo;20;-5.78264000;-37.95820000;2413607;84;157.85
2824;Umarizal;20;-5.99584000;-37.81578000;2414506;84;213.58
2825;Antônio Martins;20;-6.21583000;-37.88829000;2400901;84;244.90
2826;João Dias;20;-6.27803000;-37.79739000;2405900;84;88.17
2827;Frutuoso Gomes;20;-6.15758000;-37.83933000;2404002;84;63.28
2828;Pau dos Ferros;20;-5.73674000;-35.28113000;2409407;84;259.96
2829;Francisco Dantas;20;-6.08879000;-38.12427000;2403905;84;181.56
2830;Encanto;20;-6.11311000;-38.30996000;2403301;84;125.75
2831;São Francisco do Oeste;20;-5.99975000;-38.16794000;2411908;84;75.59
2832;Doutor Severiano;20;-6.09469000;-38.37369000;2403202;84;113.74
2833;São Miguel;20;-6.21273000;-38.49879000;2412500;84;343.55
2834;Venha-Ver;20;-6.32315920;-38.51652340;2414753;84;71.62
2835;Coronel João Pessoa;20;-6.26176000;-38.44420000;2402907;84;117.14
2836;Luís Gomes;20;-6.41330000;-38.38689000;2407005;84;166.64
2837;Major Sales;20;-6.40682000;-38.32301000;2407252;84;31.97
2838;Paraná;20;-6.48414000;-38.31218000;2408607;84;81.39
2839;Tenente Ananias;20;-6.46615000;-38.17863000;2414100;84;223.67
2840;Pilões;20;-6.26726000;-38.04238000;2410009;84;82.69
2841;Alexandria;20;-6.41268000;-38.01661000;2400505;84;381.21
2842;Marcelino Vieira;20;-5.16671000;-37.35726000;2407302;84;345.71
2843;José da Penha;20;-6.32038000;-38.28569000;2406007;84;117.64
2844;Riacho de Santana;20;-6.26328000;-38.31373000;2410801;84;128.11
2845;Rafael Fernandes;20;-6.19353000;-38.22625000;2410504;84;78.23
2846;Água Nova;20;-6.20748000;-38.29327000;2400406;84;50.68
2847;Fortaleza;6;-3.75269000;-38.52535000;2304400;85;314.93
2848;Belem;14;-1.44573000;-48.44966000;1501402;91;1059.46
2849;Taua;6;-6.00226000;-40.29879000;2313302;88;4018.16
2850;Teresina;17;-4.99924000;-42.83829000;2211001;86;1391.98
2851;Colombo;18;-25.28662000;-49.21410000;4105805;41;197.79
2852;Capanema;14;-1.19757000;-47.19683000;1502202;91;614.69
2853;Campo Largo;18;-25.43048000;-49.57759000;4104204;41;1243.55
2854;Aquiraz;6;-3.85032000;-38.39067000;2301000;85;481.60
2855;Eusébio;6;-3.92904000;-38.50437000;2304285;85;79.01
2856;Pacatuba;6;-4.10084000;-38.48255000;2309706;85;131.99
2857;Itaitinga;6;-3.92045000;-38.51391000;2306256;85;151.63
2858;Guaiúba;6;-4.04034000;-38.63587000;2304954;85;267.13
2859;Maracanaú;6;-3.88923000;-38.63774000;2307650;85;106.65
2860;Maranguape;6;-3.89601000;-38.68822000;2307700;85;590.87
2861;Sobral;6;-3.70363000;-40.33220000;2312908;88;2122.90
2862;Forquilha;6;-3.80075000;-40.26164000;2304350;88;516.99
2863;Alcântaras;6;-3.58730000;-40.54332000;2300507;88;138.61
2864;Meruoca;6;-3.53957000;-40.45616000;2308203;88;149.85
2865;Massapê;6;-2.79558000;-40.51406000;2308005;88;566.58
2866;Santana do Acaraú;6;-3.46074000;-40.20982000;2312007;88;969.33
2867;Coreaú;6;-3.55033000;-40.65675000;2304004;88;775.80
2868;Mucambo;6;-3.90351000;-40.74589000;2309003;88;190.60
2869;Pacujá;6;-3.97891000;-40.69781000;2309904;88;76.13
2870;Cariré;6;-3.36643000;-39.82810000;2303105;88;756.88
2871;Groairas;6;-3.91751000;-40.38591000;2304905;88;155.95
2872;Nova Russas;6;-4.66044000;-40.59795000;2309300;88;742.77
2873;Ararendá;6;-4.75417000;-40.82933000;2301257;88;344.13
2874;Ipaporanga;6;-4.89969000;-40.75783000;2305654;88;702.13
2875;Poranga;6;-4.83991000;-40.93227000;2311009;88;1309.26
2876;Ipueiras;6;-4.54241000;-40.71697000;2305902;88;1477.41
2877;Ipu;6;-4.31758000;-40.70645000;2305803;88;1477.41
2878;Pires Ferreira;6;-4.24408000;-40.64332000;2310951;88;243.10
2879;Reriutaba;6;-4.14212000;-40.58369000;2311702;88;383.32
2880;Varjota;6;-4.09298000;-38.48228000;2313955;88;179.40
2881;Hidrolândia;6;-4.40720000;-40.40374000;2305209;88;966.85
2882;Santa Quitéria;6;-4.33216000;-40.15706000;2312205;88;4260.48
2883;Catunda;6;-3.90168000;-38.38096000;2303659;88;790.71
2884;Viçosa do Ceará;6;-3.60851000;-41.07316000;2314102;88;1311.63
2885;Tianguá;6;-3.72247000;-40.99042000;2313401;88;908.89
2886;Frecheirinha;6;-3.75954000;-40.81494000;2304509;88;181.24
2887;Ubajara;6;-3.81178000;-40.88001000;2313609;88;421.03
2888;Ibiapina;6;-3.72747000;-38.54040000;2305308;88;414.94
2889;Graça;6;-4.04418000;-40.75018000;2304657;88;281.87
2890;São Benedito;6;-4.04662350;-40.86573260;2312304;88;338.21
2891;Carnaubal;6;-4.67104550;-39.01397570;2303402;88;364.84
2892;Guaraciaba do Norte;6;-4.16171000;-40.74640000;2305001;88;611.46
2893;Croatá;6;-4.34127760;-40.94738580;2304236;88;696.98
2894;Camocim;6;-2.91217000;-40.84868000;2302602;88;1124.78
2895;Barroquinha;6;-2.89434000;-41.27335000;2302057;88;383.41
2896;Chaval;6;-3.03507000;-41.24324000;2303907;88;238.23
2897;Granja;6;-3.25628000;-41.13565000;2304707;88;2663.03
2898;Martinópole;6;-3.22417000;-40.69613000;2307908;88;298.96
2899;Uruoca;6;-3.23257200;-40.79400020;2313906;88;696.75
2900;Senador Sá;6;-3.35287000;-40.46642000;2312809;88;423.92
2901;Moraújo;6;-3.74009000;-40.68295000;2308807;88;415.63
2902;Itapipoca;6;-4.82972000;-37.77840000;2306405;88;1614.16
2903;Miraíma;6;-4.16180000;-40.75232000;2308377;88;699.96
2904;Amontada;6;-2.93653000;-40.47355000;2300754;88;1179.04
2905;Morrinhos;6;-5.79992000;-39.15350000;2308906;88;415.56
2906;Marco;6;-3.81678000;-38.54217000;2307809;88;574.14
2907;Bela Cruz;6;-3.05342000;-40.16838000;2302305;88;843.02
2908;Acaraú;6;-2.88355000;-40.12011000;2300200;88;842.56
2909;Itarema;6;-2.92715000;-39.90155000;2306553;88;720.66
2910;Cruz;6;-2.85850000;-40.40784000;2304251;88;329.95
2911;Jijoca de Jericoacoara;6;-2.90163000;-40.44730000;2307254;88;204.79
2912;Itapajé;6;-2.93653000;-40.47355000;2306306;85;430.57
2913;Tejuçuoca;6;-3.98557000;-39.57842000;2313351;85;759.72
2914;Irauçuba;6;-3.74708000;-39.78166000;2306108;88;1461.25
2915;Apuiarés;6;-3.94459000;-39.43486000;2300903;85;545.16
2916;Pentecoste;6;-3.79144000;-39.27103000;2310704;85;1378.26
2917;Uruburetama;6;-3.62314000;-39.51084000;2313807;85;97.07
2918;Tururu;6;-3.59827000;-39.43815000;2313559;85;202.28
2919;Umirim;6;-3.67695000;-39.34939000;2313757;85;316.72
2920;São Luís do Curu;6;-3.67213000;-39.24008000;2312601;85;122.42
2921;São Gonçalo do Amarante;6;-3.60753000;-38.96769000;2312403;85;834.45
2922;Paracuru;6;-3.43114000;-39.03532000;2310209;85;300.29
2923;Paraipaba;6;-3.43311000;-39.14709000;2310258;85;300.92
2924;Trairi;6;-3.18263780;-39.26510180;2313500;85;925.72
2925;Canindé;6;-4.35438000;-39.32751000;2302800;85;3218.48
2926;Itatira;6;-4.52886000;-39.62289000;2306603;88;783.44
2927;Caridade;6;-4.23133000;-39.19399000;2303006;85;846.51
2928;Paramoti;6;-4.09894000;-39.23886000;2310407;85;482.59
2929;General Sampaio;6;-4.05248000;-39.45265000;2304608;85;205.81
2930;Itapiúna;6;-4.65420000;-38.94377000;2306504;88;588.70
2931;Capistrano;6;-4.46862000;-38.90073000;2302909;85;222.55
2932;Aracoiaba;6;-4.36872000;-38.81340000;2301208;85;656.60
2933;Ocara;6;-3.68248000;-38.65880000;2309458;85;765.41
2934;Baturité;6;-4.32598000;-38.88324000;2302107;85;308.58
2935;Aratuba;6;-4.45293000;-39.00537000;2301406;85;114.79
2936;Mulungu;6;-4.30607000;-38.99377000;2309102;85;134.57
2937;Guaramiranga;6;-4.26064000;-38.93457000;2305100;85;59.44
2938;Pacoti;6;-4.22546150;-38.92227000;2309805;85;112.02
2939;Palmácia;6;-3.83374000;-40.40968000;2310100;85;117.81
2940;Acarape;6;-4.22102140;-38.70411000;2300150;85;155.17
2941;Redenção;6;-3.90324000;-38.34796000;2311603;85;225.82
2942;Barreira;6;-3.73103000;-38.47195000;2301950;85;245.81
2943;Aracati;6;-4.56340000;-37.76942000;2301109;88;1228.06
2944;Icapuí;6;-4.73897000;-37.31391000;2305357;88;423.45
2945;Fortim;6;-4.44037000;-37.79369000;2304459;88;278.77
2946;Itaiçaba;6;-4.67752000;-37.82133000;2306207;88;212.11
2947;Jaguaruana;6;-4.83710000;-37.78239000;2307007;88;867.56
2948;Beberibe;6;-4.18933000;-38.11809000;2302206;85;1623.88
2949;Cascavel;6;-4.43324000;-38.39436000;2303501;85;835.00
2950;Pindoretama;6;-4.03195000;-38.30583000;2310852;85;75.14
2951;Pacajus;6;-4.17414000;-38.46578000;2309607;85;254.64
2952;Chorozinho;6;-4.30014000;-38.49838000;2303956;85;278.41
2953;Horizonte;6;-3.97509000;-38.59113000;2305233;85;160.76
2954;Russas;6;-4.93176000;-37.96789000;2311801;88;1590.26
2955;Palhano;6;-4.74513000;-37.95987000;2310001;88;440.38
2956;Quixeré;6;-5.07457000;-37.99090000;2311504;88;613.58
2957;Limoeiro do Norte;6;-5.14393000;-38.09311000;2307601;88;750.07
2958;Morada Nova;6;-5.10595000;-38.36581000;2308708;88;2778.58
2959;Ibicuitinga;6;-4.96469000;-38.63615000;2305332;88;424.92
2960;Tabuleiro do Norte;6;-5.24470000;-38.13192000;2313104;88;861.83
2961;São João do Jaguaribe;6;-5.27054000;-38.27217000;2312502;88;280.46
2962;Alto Santo;6;-5.46712000;-38.40857000;2300705;88;1338.21
2963;Iracema;6;-5.81795000;-38.30556000;2306009;88;821.25
2964;Potiretama;6;-5.72147000;-38.15402000;2311231;88;410.34
2965;Juazeiro do Norte;6;-7.23050000;-39.28426000;2307304;88;248.83
2966;Crato;6;-7.23857000;-39.43847000;2304202;88;1176.47
2967;Assaré;6;-6.87417680;-39.87168570;2301604;88;1116.33
2968;Tarrafas;6;-3.75718000;-38.65765000;2313252;88;454.39
2969;Campos Sales;6;-7.07207000;-40.38176000;2302701;88;1082.77
2970;Salitre;6;-7.28355000;-40.45413000;2311959;88;804.36
2971;Potengi;6;-7.09035000;-40.02696000;2311207;88;338.73
2972;Nova Olinda;6;-7.09290000;-39.67991000;2309201;88;284.40
2973;Araripe;6;-2.93653000;-40.47355000;2301307;88;1099.93
2974;Barbalha;6;-19.18342290;-40.30886260;2301901;88;569.51
2975;Farias Brito;6;-6.82202000;-39.52439000;2304301;88;503.62
2976;Santana do Cariri;6;-7.18594000;-39.73714000;2312106;88;855.56
2977;Altaneira;6;-6.99817000;-39.73732000;2300606;88;73.30
2978;Missão Velha;6;-7.24962000;-39.14616000;2308401;88;645.70
2979;Mauriti;6;-3.76884000;-38.63176000;2308104;88;1049.49
2980;Caririaçu;6;-7.04128000;-39.28210000;2303204;88;623.56
2981;Granjeiro;6;-3.77212000;-38.58995000;2304806;88;100.13
2982;Abaiara;6;-7.35946000;-39.04865000;2300101;88;180.08
2983;Milagres;6;-7.30817000;-38.94348000;2308302;88;605.19
2984;Brejo Santo;6;-7.49079000;-38.98517000;2302503;88;663.43
2985;Porteiras;6;-7.53409000;-39.11532000;2311108;88;217.58
2986;Jati;6;-7.68762000;-39.00548000;2307205;88;353.30
2987;Penaforte;6;-7.82696000;-39.07273000;2310605;88;149.72
2988;Jardim;6;-7.58706000;-39.27596000;2307106;88;552.42
2989;Lavras da Mangabeira;6;-6.75177000;-38.96362000;2307502;88;947.97
2990;Umari;6;-6.64412000;-38.70026000;2313708;88;263.93
2991;Baixio;6;-6.72863000;-38.71696000;2301802;88;146.43
2992;Ipaumirim;6;-6.78757000;-38.71837000;2305704;88;275.16
2993;Aurora;6;-7.25791100;-38.96705160;2301703;88;885.84
2994;Barro;6;-7.04354000;-38.70520000;2302008;88;383.41
2995;Cedro;6;-6.60370000;-39.06051000;2303808;88;725.80
2996;Icó;6;-6.40262360;-38.86801670;2305407;88;1311.63
2997;Pereiro;6;-6.03718000;-38.45869000;2310803;88;433.51
2998;Ererê;6;-6.02831000;-38.34818000;2304277;88;382.71
2999;Jaguaribe;6;-5.88878000;-38.62299000;2306900;88;280.46
3000;Jaguaretama;6;-5.61383000;-38.76313000;2306702;88;1759.40
3001;Jaguaribara;6;-5.45827000;-38.46487000;2306801;88;668.74
3002;Iguatu;6;-3.76333000;-38.56823000;2305506;88;1029.21
3003;Quixelô;6;-6.25337000;-39.20026000;2311355;88;559.56
3004;Orós;6;-6.79603000;-39.30157000;2309508;88;576.27
3005;Cariús;6;-6.53424000;-39.49793000;2303303;88;1061.80
3006;Várzea Alegre;6;-6.79465000;-39.30001000;2314003;88;835.71
3007;Acopiara;6;-6.08993000;-39.44886000;2300309;88;2265.35
3008;Antonina do Norte;6;-6.77646570;-39.98901850;2300804;88;260.10
3009;Aiuaba;6;-6.57252000;-40.12212000;2300408;88;2434.42
3010;Jucás;6;-6.52069000;-39.52796000;2307403;88;937.19
3011;Saboeiro;6;-6.53677000;-39.90204000;2311900;88;1383.48
3012;Catarina;6;-6.12523000;-39.87635000;2303600;88;486.86
3013;Senador Pompeu;6;-5.58267000;-39.37193000;2312700;88;1002.13
3014;Piquet Carneiro;6;-5.79863000;-39.41999000;2310902;88;587.88
3015;Mombaça;6;-5.74430000;-39.62901000;2308500;88;2119.48
3016;Solonópole;6;-5.73085000;-39.00666000;2313005;88;1536.17
3017;Pedra Branca;6;-5.46700000;-39.71461000;2310506;88;1303.29
3018;Milhã;6;-5.67709000;-39.19410000;2308351;88;502.34
3019;Independência;6;-5.69276000;-40.34833000;2305605;88;3218.68
3020;Deputado Irapuan Pinheiro;6;-5.91670000;-39.26656000;2304269;88;470.43
3021;Quiterianópolis;6;-5.84797000;-40.70411000;2311264;88;1040.99
3022;Arneiroz;6;-6.32545000;-40.15885000;2301505;88;1066.36
3023;Parambu;6;-3.87052000;-38.59200000;2310308;88;2303.54
3024;Crateús;6;-2.79558000;-40.51406000;2304103;88;2985.15
3025;Novo Oriente;6;-5.53488000;-40.77538000;2309409;88;949.39
3026;Tamboril;6;-4.82945000;-40.32020000;2313203;88;1961.31
3027;Monsenhor Tabosa;6;-4.99231000;-39.98001000;2308609;88;886.14
3028;Quixeramobim;6;-5.49694490;-39.30570490;2311405;88;3275.63
3029;Madalena;6;-4.85307000;-39.57636000;2307635;88;1034.72
3030;Boa Viagem;6;-5.12636000;-39.73143000;2302404;88;2836.78
3031;Quixadá;6;-4.95349880;-39.03039500;2311306;88;2019.83
3032;Choró;6;-2.93653000;-40.47355000;2303931;88;278.41
3033;Banabuiú;6;-3.81347000;-40.88023000;2301851;88;1080.33
3034;Ibaretama;6;-4.82067160;-38.82320870;2305266;88;877.26
3035;Barras;17;-4.24163000;-42.29572000;2201200;86;1722.51
3036;Cabeceiras do Piauí;17;-4.47716000;-42.31037000;2202059;86;608.80
3037;Boa Hora;17;-4.40354420;-42.12229390;2201770;86;336.95
3038;José de Freitas;17;-4.75710000;-42.56933000;2205508;86;1538.17
3039;União;17;-4.58972000;-42.86081000;2211100;86;1173.45
3040;Miguel Alves;17;-4.17054000;-42.89515000;2206209;86;1393.71
3041;Lagoa Alegre;17;-4.51524000;-42.62886000;2205557;86;394.66
3042;Nossa Senhora dos Remédios;17;-3.97888000;-42.62194000;2206803;86;358.23
3043;Porto;17;-3.89415000;-42.70907000;2208502;86;1169.44
3044;Campo Largo do Piauí;17;-3.81159000;-42.62865000;2202174;86;477.79
3045;Matias Olímpio;17;-3.71667000;-42.55408000;2206100;86;226.38
3046;São João do Arraial;17;-3.81262000;-42.44966000;2209971;86;213.36
3047;Luzilândia;17;-3.46499000;-42.36859000;2205805;86;704.35
3048;Joca Marques;17;-3.49947000;-42.43161000;2205458;86;166.44
3049;Madeiro;17;-3.48580000;-42.49919000;2205854;86;177.15
3050;Joaquim Pires;17;-3.50857000;-42.19403000;2205409;86;739.98
3051;Murici dos Portelas;17;-3.31943000;-42.09415000;2206696;86;480.57
3052;Morro do Chapéu do Piauí;17;-3.73934000;-42.31278000;2206670;86;328.29
3053;Esperantina;17;-3.88820000;-42.23290000;2203701;86;908.78
3054;Batalha;17;-4.02472000;-42.07578000;2201507;86;1589.01
3055;Parnaíba;17;-2.90480000;-41.77966000;2207702;86;434.23
3056;Luís Correia;17;-2.88116000;-41.66362000;2205706;86;1071.47
3057;Cajueiro da Praia;17;-2.92962000;-41.33672000;2202083;86;270.26
3058;Ilha Grande;17;-2.85221000;-41.81706000;2204659;86;135.00
3059;Bom Princípio do Piauí;17;-3.19170000;-41.64709000;2201919;86;523.14
3060;Caxingó;17;-3.42031000;-41.89329000;2202653;86;491.06
3061;Buriti dos Lopes;17;-3.17588000;-41.86840000;2202000;86;689.23
3062;Caraúbas do Piauí;17;-3.47431000;-41.84226000;2202539;86;471.24
3063;Cocal;17;-3.46890000;-41.55753000;2202703;86;324.86
3064;Cocal dos Alves;17;-3.60132720;-41.44335010;2202729;86;324.86
3065;Piracuruca;17;-3.92869000;-41.70724000;2208304;86;2369.21
3066;São João da Fronteira;17;-3.93924000;-41.25793000;2209872;86;818.15
3296;Cururupu;10;-1.82621000;-44.87011000;2103703;98;1093.06
3067;São José do Divino;17;-3.81106000;-41.83094000;2210052;86;319.08
3220;Guadalupe;17;-6.78751000;-43.57112000;2204501;89;1023.59
3068;Domingos Mourão;17;-4.25511000;-41.27109000;2203420;86;846.84
3069;Milton Brandão;17;-4.70320000;-41.44817000;2206357;86;1229.70
3070;Pedro II;17;-4.42674000;-41.45382000;2207900;86;1518.23
3071;Lagoa de São Francisco;17;-4.38469000;-41.60015000;2205573;86;155.64
3072;Piripiri;17;-4.27083000;-41.77971000;2208403;86;1408.93
3073;Brasileira;17;-4.13170000;-41.78288000;2201960;86;881.48
3074;Capitão de Campos;17;-4.45928000;-41.94211000;2202406;86;569.89
3075;Jatobá do Piauí;17;-4.76925000;-41.81847000;2205276;86;650.68
3076;Cocal de Telha;17;-4.55507000;-41.97225000;2202711;86;310.35
3077;Campo Maior;17;-4.82582290;-42.16658890;2202208;86;1680.80
3078;Boqueirão do Piauí;17;-4.48576000;-42.10836000;2201945;86;269.80
3079;Sigefredo Pacheco;17;-4.91521000;-41.73288000;2210656;86;1031.49
3080;Nossa Senhora de Nazaré;17;-4.63300000;-42.17163000;2206753;86;356.26
3081;Altos;17;-5.03964590;-42.45933920;2200400;86;957.65
3082;Pau DArco do Piauí;17;-5.25446000;-42.38707000;2207793;86;430.82
3083;Valença do Piauí;17;-6.40253000;-41.74071000;2211308;89;1334.63
3084;Lagoa do Sítio;17;-6.51637000;-41.57530000;2205599;89;804.70
3085;Aroazes;17;-6.11173000;-41.78861000;2200905;89;821.66
3086;Santa Cruz dos Milagres;17;-5.80488000;-41.96117000;2209153;89;979.66
3087;Pimenteiras;17;-6.23810840;-41.42053950;2208106;89;4563.07
3088;Elesbão Veloso;17;-5.13153000;-42.77294000;2203503;86;1383.02
3089;São Miguel do Tapuio;17;-5.50187000;-41.32275000;2210409;86;5035.18
3090;Assunção do Piauí;17;-5.86424000;-41.04834000;2201051;86;1690.70
3091;Coivaras;17;-5.09333000;-42.20527000;2202737;86;485.50
3092;Castelo do Piauí;17;-5.32287740;-41.55044870;2202604;86;2381.08
3093;Juazeiro do Piauí;17;-6.39855000;-41.75156000;2205516;86;931.94
3094;Buriti dos Montes;17;-5.31343000;-41.09572000;2202026;86;2496.74
3095;São João da Serra;17;-5.51593000;-41.89914000;2209906;86;997.04
3096;Alto Longá;17;-5.25144540;-42.15727020;2200301;86;1737.84
3097;Novo Santo Antônio;17;-5.28717400;-41.93479730;2206951;86;445.33
3098;Prata do Piauí;17;-5.66772000;-42.20652000;2208601;86;198.57
3099;São Félix do Piauí;17;-5.93351000;-42.11309000;2209609;86;626.66
3100;São Miguel da Baixa Grande;17;-5.86517000;-42.18591000;2210383;86;445.60
3101;Beneditinos;17;-5.45606000;-42.36098000;2201606;86;788.58
3102;Lagoa do Piauí;17;-5.41475000;-42.64520000;2205581;86;426.63
3103;Demerval Lobão;17;-5.35796000;-42.67619000;2203305;86;216.81
3104;Passagem Franca do Piauí;17;-5.85693000;-42.44189000;2207751;86;775.39
3105;Amarante;17;-6.24116000;-42.85342000;2200509;86;1155.21
3106;Angical do Piauí;17;-6.08684000;-42.73708000;2200608;86;223.44
3107;Nazária;17;-5.35238000;-42.82191000;2206720;86;363.59
3108;Palmeirais;17;-5.97535000;-43.06377000;2207504;86;1499.18
3109;São Pedro do Piauí;17;-5.92587000;-42.72008000;2210508;86;518.29
3110;São Gonçalo do Piauí;17;-5.99854000;-42.70345000;2209807;86;150.22
3111;Santo Antônio dos Milagres;17;-6.04480000;-42.71079000;2209450;86;33.15
3112;Agricolândia;17;-5.79967000;-42.66593000;2200103;86;112.43
3113;Miguel Leão;17;-5.06998000;-42.79694000;2206308;86;93.52
3114;Monsenhor Gil;17;-5.56419000;-42.60843000;2206407;86;582.55
3115;Curralinhos;17;-5.61509000;-42.83441000;2203255;86;345.85
3116;Barro Duro;17;-5.82032000;-42.50919000;2201408;86;159.43
3117;Água Branca;17;-5.89123000;-42.63549000;2200202;86;97.04
3118;Lagoinha do Piauí;17;-5.83295000;-42.62350000;2205540;86;67.50
3119;Olho DÁgua do Piauí;17;-5.85055000;-42.58016000;2207108;86;183.10
3120;Hugo Napoleão;17;-5.98828000;-42.55985000;2204600;86;224.46
3121;Francisco Ayres;17;-6.62202000;-42.69330000;2204105;89;656.48
3122;Arraial;17;-6.65336000;-42.53607000;2201002;89;213.36
3123;Regeneração;17;-6.23864000;-42.68835000;2208809;86;1251.04
3124;Jardim do Mulato;17;-6.09539000;-42.63611000;2205250;86;509.85
3125;Oeiras;17;-7.01735380;-42.13148600;2207009;89;2702.49
3126;São João da Varjota;17;-6.91394000;-41.86500000;2209955;89;395.31
3127;Tanque do Piauí;17;-6.59759000;-42.28463000;2210979;89;398.72
3128;Cajazeiras do Piauí;17;-6.79407000;-42.39334000;2202075;89;514.36
3129;Colônia do Piauí;17;-7.23007000;-42.17976000;2202778;89;947.88
3130;Santa Rosa do Piauí;17;-6.79761000;-42.27930000;2209377;89;340.20
3131;Francinópolis;17;-6.39602000;-42.26262000;2204006;89;268.70
3132;Várzea Grande;17;-6.54406000;-42.25011000;2211407;89;237.01
3133;Barra DAlcântara;17;-6.51750000;-42.10627000;2201176;89;263.38
3134;Novo Oriente do Piauí;17;-6.45165000;-41.91564000;2206902;89;525.33
3135;Inhuma;17;-6.66903000;-41.71380000;2204709;89;978.22
3136;Ipiranga do Piauí;17;-6.82799000;-41.74048000;2204808;89;529.42
3137;Santa Cruz do Piauí;17;-7.18306000;-41.76566000;2209104;89;611.62
3138;Wall Ferraz;17;-7.23485000;-41.91052000;2211704;89;269.99
3139;São Francisco do Piauí;17;-7.24048000;-42.53780000;2209708;89;1340.67
3140;São José do Peixe;17;-7.49316000;-42.56728000;2210102;89;1287.17
3141;São Miguel do Fidalgo;17;-7.58403000;-42.37351000;2210391;89;813.44
3142;Santo Inácio do Piauí;17;-7.42804000;-41.91164000;2209500;89;852.89
3143;Floresta do Piauí;17;-7.46633000;-41.79969000;2203859;89;194.70
3144;Itainópolis;17;-7.44772000;-41.47949000;2205003;89;828.15
3145;Vera Mendes;17;-7.60362000;-41.48120000;2211506;89;341.97
3146;Isaías Coelho;17;-7.73612000;-41.67896000;2204907;89;776.05
3147;Massapê do Piauí;17;-7.46214000;-41.12452000;2206050;89;530.02
3148;Jaicós;17;-7.35913000;-41.13867000;2205201;89;865.14
3149;Campo Grande do Piauí;17;-7.13292000;-41.04120000;2202133;89;311.83
3150;Patos do Piauí;17;-7.67865000;-41.24485000;2207777;89;743.99
3151;Simões;17;-7.59703000;-40.81674000;2210706;89;1075.46
3152;Caridade do Piauí;17;-7.73301000;-40.98773000;2202554;89;501.36
3153;Curral Novo do Piauí;17;-6.96849000;-44.20259000;2203271;89;730.94
3154;Picos;17;-7.07046000;-41.48032000;2208007;89;577.30
3155;Sussuapara;17;-7.02807000;-41.40464000;2210938;89;202.76
3156;Aroeiras do Itaim;17;-7.27945000;-41.56217000;2200954;89;257.16
3157;Geminiano;17;-7.15746000;-41.36085000;2204352;89;455.68
3158;Santana do Piauí;17;-6.94429000;-41.51702000;2209351;89;111.06
3159;Paquetá;17;-7.08081000;-41.43165000;2207553;89;448.36
3160;Dom Expedito Lopes;17;-6.95949000;-41.64657000;2203404;89;218.71
3161;São José do Piauí;17;-6.87221000;-41.47792000;2210201;89;364.95
3162;Bocaina;17;-6.94555790;-41.32256840;2201804;89;268.58
3163;São João da Canabrava;17;-6.81490000;-41.34620000;2209856;89;480.28
3164;São Luís do Piauí;17;-6.82638000;-41.32260000;2210375;89;220.38
3165;Santo Antônio de Lisboa;17;-6.98272000;-41.23122000;2209401;89;387.40
3166;Francisco Santos;17;-6.99382070;-41.13702340;2204204;89;491.87
3167;Monsenhor Hipólito;17;-7.00037000;-41.02979000;2206506;89;401.43
3168;Alagoinha do Piauí;17;-7.00953000;-40.93830000;2200251;89;535.81
3169;Pio IX;17;-6.83380000;-40.61439000;2208205;89;1947.21
3170;São Julião;17;-7.08295000;-40.83823000;2210300;89;291.12
3171;Alegrete do Piauí;17;-7.24338000;-40.86050000;2200277;89;243.73
3172;Belém do Piauí;17;-7.37810000;-40.97238000;2201572;89;243.53
3173;Padre Marcos;17;-7.35445000;-40.90605000;2207207;89;278.64
3174;Francisco Macedo;17;-7.32835000;-40.79221000;2204154;89;176.51
3175;Marcolândia;17;-7.44295000;-40.66391000;2205953;89;139.97
3176;Vila Nova do Piauí;17;-7.13312220;-40.93818030;2211605;89;221.65
3177;Fronteiras;17;-5.32472000;-41.54900000;2204303;89;778.20
3178;Caldeirão Grande do Piauí;17;-7.33127000;-40.63807000;2202091;89;467.08
3179;Simplício Mendes;17;-7.86026000;-41.90910000;2210805;89;1345.79
3180;Bela Vista do Piauí;17;-7.97172000;-41.87074000;2201556;89;499.39
3181;Paes Landim;17;-7.77908000;-42.25485000;2207306;89;401.38
3182;Socorro do Piauí;17;-7.86279000;-42.49491000;2210904;89;761.85
